expression,reading,meaning,meaning_indonesia,tags,guid
向ける,むける,"to turn towards, to point","untuk berbalik ke arah, untuk menunjuk",JLPT JLPT_2 JLPT_3,O0#L}~28:p
無視,むし,"disregard, ignore","abaikan, abaikan",JLPT JLPT_2 JLPT_3,"H?.,UKB|]n"
蒸し暑い,むしあつい,"humid, sultry","lembab, gerah",JLPT JLPT_2 JLPT_3,b:SYmm(y*W
虫歯,むしば,"cavity, tooth decay","gigi berlubang, kerusakan gigi",JLPT JLPT_2 JLPT_3,p^*~90tI~;
寧ろ,むしろ,"rather, better, instead","sebaliknya, lebih baik",JLPT JLPT_2 JLPT_3,iKd&nF*kp>
蒸す,むす,"to steam, to poultice, to be sultry","untuk mengukus, untuk tapal, untuk menjadi gerah",JLPT JLPT_2 JLPT_3,A8e|Klqr_`
結ぶ,むすぶ,"to tie, to bind, to link","mengikat, mengikat, menghubungkan",JLPT JLPT_2 JLPT_3,ymg7!.{d0`
無駄,むだ,"futility, uselessness","kesia-siaan, ketidakbergunaan",JLPT JLPT_2 JLPT_3,f?04M}_6S/
夢中,むちゅう,"crush, crazy, be hooked on","naksir, gila, ketagihan",JLPT JLPT_2 JLPT_3,c*kD_bu37.
胸,むね,"breast, chest","payudara, dada",JLPT JLPT_2 JLPT_3,yLcSyJ#.nc
無料,むりょう,"free, no charge","gratis, tidak dipungut biaya",JLPT JLPT_2 JLPT_3,JN6`<L^h|2
芽,め,sprout,tumbuh,JLPT JLPT_2 JLPT_3,"j,J}0*}#hN"
明確,めいかく,"clear, definite","jelas, pasti",JLPT JLPT_2 JLPT_3,DCM(3>-lRK
名刺,めいし,(name) card; business card,kartu (nama);,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,K3cZp`gUUo
名詞,めいし,noun,kata benda,JLPT JLPT_2 JLPT_3,iPorDGRE(|
命じる,めいじる,"to order, to command, to appoint","memerintahkan, memerintah, menunjuk",JLPT JLPT_2 JLPT_3,qg|.+Szu_I
名人,めいじん,"master, expert","tuan, ahli",JLPT JLPT_2 JLPT_3,Fni-n$8WrW
命令,めいれい,"order, command, decree","perintah, perintah, keputusan",JLPT JLPT_2 JLPT_3,KKSB-pS%yq
迷惑,めいわく,"trouble, bother, annoyance","masalah, gangguan, gangguan",JLPT JLPT_2 JLPT_3,"i.t)w,3ng-"
目上,めうえ,person of higher status; one's senior,orang yang berstatus lebih tinggi;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,oNjcNV)ff[
飯,めし,"meals, food","makanan, makanan",JLPT JLPT_2 JLPT_3,IWA[~#BL^U
滅多に,めったに,"rarely (with neg. verb), seldom","jarang (dengan kata kerja neg.), jarang",JLPT JLPT_2 JLPT_3,j)#=ex#L)O
メモ,メモ,"memorandum, note","memorandum, catatan",JLPT JLPT_2 JLPT_3,"skJ)D[(,@."
面,めん,"face, mug, surface, side or facet, corner, page","wajah, mug, permukaan, sisi atau segi, sudut, halaman",JLPT JLPT_2 JLPT_3,"w,_Ik;ZYes"
綿,めん,cotton,kapas,JLPT JLPT_2 JLPT_3,zi)_)]=$49
免許,めんきょ,"license, permit, certificate","lisensi, izin, sertifikat",JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,giqsadF8[_
面接,めんせつ,interview,wawancara,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki Genki_Ln.23 Intermediate_Japanese_Ln.3,"G{,..f)t;T"
面倒,めんどう,"trouble, attention","masalah, perhatian",JLPT JLPT_2 JLPT_3,jarwg?`xYM
メンバー,メンバー,member,anggota,JLPT JLPT_2 JLPT_3,ioP<e}C#*T
申し込む,もうしこむ,"to apply for, to make an application","untuk melamar, untuk membuat lamaran",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,p-@iqxnx(*
申し訳,もうしわけ,"apology, excuse","permintaan maaf, permisi",JLPT JLPT_2 JLPT_3,"w0A,13h@XG"
毛布,もうふ,blanket,selimut,JLPT JLPT_2 JLPT_3,G|6QSL6HzW
燃える,もえる,to burn,untuk membakar,JLPT JLPT_2 JLPT_3,C2}(_d=*8]
目的,もくてき,"purpose, goal, aim","maksud, sasaran, sasaran",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,"FrxXy0,/EI"
目標,もくひょう,"mark, objective, target","tandai, sasaran, sasaran",JLPT JLPT_2 JLPT_3,eD#(2kEfi#
文字,もじ,"letter (of alphabet), character","huruf (abjad), karakter",JLPT JLPT_2 JLPT_3,v{bw_z2KT.
文字,もんじ,"letter (of alphabet), character","huruf (abjad), karakter",JLPT JLPT_2 JLPT_3,i}R1C0Kg[i
もしかすると,もしかすると,"perhaps, maybe, by some chance","mungkin, mungkin, secara kebetulan",JLPT JLPT_2 JLPT_3,E_gTNRA!W1
もしも,もしも,if,jika,JLPT JLPT_2 JLPT_3,Q41Ox`49(P
持ち上げる,もちあげる,"to raise, to lift up, to flatter","untuk mengangkat, untuk mengangkat, untuk menyanjung",JLPT JLPT_2 JLPT_3,Ck3.ZXZ[6p
用いる,もちいる,"to use, to make use of","untuk menggunakan, memanfaatkan",JLPT JLPT_2 JLPT_3,so5H6d<zN+
もったいない,もったいない,"wasteful; more than one deserves, unworthy of",boros;,JLPT JLPT_2 JLPT_3,yewBxbz7]I
尤も,もっとも,"quite right, plausible, natural","benar sekali, masuk akal, wajar",JLPT JLPT_2 JLPT_3,A>F:Ft1w22
元,もと,"origin, original; former","asal, asli;",JLPT JLPT_2 JLPT_3,"O)La7,`]AY"
基,もと,basis,dasar,JLPT JLPT_2 JLPT_3,Icp_M75Xpg
素,もと,prime,utama,JLPT JLPT_2 JLPT_3,yGr3{oX4%H
戻す,もどす,"to restore, to put back, to return","memulihkan, mengembalikan, mengembalikan",JLPT JLPT_2 JLPT_3,PmY(.gc-w+
基づく,もとづく,"to be grounded on, to be based on","untuk dijadikan dasar, untuk dijadikan dasar",JLPT JLPT_2 JLPT_3,I&bTc?WHhL
求める,もとめる,"to request, to ask for; to seek, to search for","untuk meminta, untuk meminta;",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,lJ&@p010:m
者,もの,person (same as 人 (ひと)),orang (sama dengan 人 (ひと)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,vAI([v0H/E
物音,ものおと,sounds,terdengar,JLPT JLPT_2 JLPT_3,hL<`ZEm#E^
物語,ものがたり,"tale, story, legend","dongeng, cerita, legenda",JLPT JLPT_2 JLPT_3,b2F39/cX@{
物事,ものごと,"things, everything","hal-hal, semuanya",JLPT JLPT_2 JLPT_3,JYu;9)KWYP
燃やす,もやす,to burn,untuk membakar,JLPT JLPT_2 JLPT_3,h5FjFnJT{r
模様,もよう,"pattern, figure, design","pola, gambar, desain",JLPT JLPT_2 JLPT_3,DCW6|C<9T)
文句,もんく,a complaint,keluhan,JLPT Intermediate_Japanese Genki JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki_Ln.21 Intermediate_Japanese_Ln.11,"q,87=b37fY"
やがて,やがて,"before long, soon, at length","tak lama lagi, segera, panjang lebar",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,nlnms.mL_|
役,やく,"role, position","peran, posisi",JLPT JLPT_2 JLPT_3,sc=i9?h^tQ
約,やく,"approximately, about, some","kira-kira, tentang, beberapa",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,L31l;C5Xp=
訳,やく,translation,terjemahan,JLPT JLPT_2 JLPT_3,CmgPQjblgT
訳す,やくす,to translate,untuk menerjemahkan,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,Cj2Ni~H!BW
役割,やくわり,"assigning (allotment of) parts, role, duties","penugasan (penjatahan) bagian, peran, tugas",JLPT JLPT_2 JLPT_3,"jj*z,nk6$Z"
家賃,やちん,rent,menyewa,JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,Og7<v^:R8@
厄介,やっかい,"trouble, burden, care","masalah, beban, kekhawatiran",JLPT JLPT_2 JLPT_3,O_#+8qFx*C
宿,やど,"inn, lodging","penginapan, penginapan",JLPT JLPT_2 JLPT_3,F8A%9EzpfO
雇う,やとう,"to employ, to hire","untuk mempekerjakan, untuk mempekerjakan",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,fsV)jU5lVf
屋根,やね,roof,atap,JLPT JLPT_2 JLPT_3,K@]5qy=.%v
破る,やぶる,to tear; to violate; to defeat,untuk merobek;,JLPT JLPT_2 JLPT_3,Hc|1rO==::
破れる,やぶれる,"to get torn, to wear out","menjadi robek, menjadi aus",JLPT JLPT_2 JLPT_3,Q>N&s5^Kb%
辞める,やめる,to retire,untuk pensiun,JLPT JLPT_2 JLPT_3,J|2c^zFs0y
やや,やや,"a little, partially, somewhat","sedikit, sebagian, agak",JLPT JLPT_2 JLPT_3,OikgR+nKY0
唯一,ゆいいつ,"only, sole, unique","hanya, satu-satunya, unik",JLPT JLPT_2 JLPT_3,mNuH=kxM-E
勇気,ゆうき,"courage, bravery, boldness","keberanian, keberanian, keberanian",JLPT JLPT_2 JLPT_3,z0tdm#]12w
友好,ゆうこう,friendship,persahabatan,JLPT JLPT_2 JLPT_3,qSk@+t:._p
有効,ゆうこう,"valid, effectual","sahih, mujarab",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,iL.?i)%fKm
優秀,ゆうしゅう,"superiority, excellence","keunggulan, keunggulan",JLPT JLPT_2 JLPT_3,O^v!ja{$6}
優勝,ゆうしょう,"overall victory, championship","kemenangan keseluruhan, kejuaraan",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,Gxir)F$3h;
友情,ゆうじょう,"friendship, fellowship","persahabatan, persekutuan",JLPT JLPT_2 JLPT_3,hpnSza2$^g
友人,ゆうじん,friend (formal),teman (formal),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.2,iE%IT=Qp]>
有能,ゆうのう,"able, capable, efficient","mampu, mampu, efisien",JLPT JLPT_2 JLPT_3,P0&QeU;_J8
郵便,ゆうびん,"mail, postal service","surat, layanan pos",JLPT JLPT_2 JLPT_3,y1Pm-8jy]k
ユーモア,ユーモア,humor,humor,JLPT JLPT_2 JLPT_3,df%[k|%u*+
有利,ゆうり,"advantageous, better","menguntungkan, lebih baik",JLPT JLPT_2 JLPT_3,H]2^aHqq32
床,ゆか,floor,lantai,JLPT JLPT_2 JLPT_3,lG~]%rmVy|
愉快,ゆかい,"pleasant, happy","menyenangkan, bahagia",JLPT JLPT_2 JLPT_3,"o,+Kowdko`"
譲る,ゆずる,"to turn over, to assign, to hand over","untuk menyerahkan, menugaskan, menyerahkan",JLPT JLPT_2 JLPT_3,Hvg@/iJB}O
豊か,ゆたか,"abundant, wealthy, plentiful, rich","berlimpah, kaya, berlimpah, kaya",JLPT JLPT_2 JLPT_3,"d9lbZ0yM,{"
茹でる,ゆでる,to boil,mendidih,JLPT JLPT_2 JLPT_3,vocx6RiGG7
許す,ゆるす,"to permit, to allow, to approve","untuk mengizinkan, mengizinkan, menyetujui",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,jUZ.+k2dQs
夜,よ,"evening, night","sore, malam",JLPT JLPT_2 JLPT_3,O|UO#;VR|i
夜明け,よあけ,"dawn, daybreak","fajar, fajar",JLPT JLPT_2 JLPT_3,P]gvvnr3UX
酔う,よう,to get drunk,untuk mabuk,JLPT JLPT_2 JLPT_3,Nw#Iv9NMME
容易,ようい,"easy, simple, plain","mudah, sederhana, polos",JLPT JLPT_2 JLPT_3,P+bB1Di`Ky
容器,ようき,"container, vessel","wadah, kapal",JLPT JLPT_2 JLPT_3,iaea{|Cg@:
陽気,ようき,"season, weather, cheerfulness","musim, cuaca, keceriaan",JLPT JLPT_2 JLPT_3,u51di;kV4W
要求,ようきゅう,"request, demand","permintaan, permintaan",JLPT JLPT_2 JLPT_3,nvC?4QsNf}
用心,ようじん,"care, precaution, caution","perhatian, kehati-hatian, kehati-hatian",JLPT JLPT_2 JLPT_3,Flc5De-&7.
様子,ようす,"aspect, state, appearance","aspek, keadaan, penampilan",JLPT JLPT_2 JLPT_3,A7/`ZQ{`>8
要するに,ようするに,"in a word, after all, in short …","singkatnya, singkatnya …",JLPT JLPT_2 JLPT_3,FOjPBhXtfP
要素,ようそ,element,elemen,JLPT JLPT_2 JLPT_3,GZk%&=rm6%
要点,ようてん,"gist, main point","intinya, poin utama",JLPT JLPT_2 JLPT_3,Qs5wBsMZ.}
曜日,ようび,day of the week,hari dalam seminggu,JLPT JLPT_2 JLPT_3,H-|U<zuUTq
ヨーロッパ,ヨーロッパ,Europe,Eropa,JLPT JLPT_2 JLPT_3,cEJaT(aXg
予期,よき,"expectation, forecast","harapan, ramalan",JLPT JLPT_2 JLPT_3,k(Z/4d8ciX
横切る,よこぎる,"to cross (e.g., arms), to traverse","untuk menyilangkan (misalnya, lengan), untuk melintasi",JLPT JLPT_2 JLPT_3,ba+_Ekz}4>
汚す,よごす,"to pollute, to make dirty","mencemari, membuat kotor",JLPT JLPT_2 JLPT_3,gASRu}ar&]
予算,よさん,"estimate, budget","perkiraan, anggaran",JLPT JLPT_2 JLPT_3,k15uOKT$nk
止す,よす,"to cease, to give up","untuk berhenti, menyerah",JLPT JLPT_2 JLPT_3,g87)Rqp|@G
寄せる,よせる,"to collect, to gather, to put aside","untuk mengumpulkan, untuk mengumpulkan, untuk menyisihkan",JLPT JLPT_2 JLPT_3,M9{&7Gc5&~
予測,よそく,"prediction, estimation","prediksi, estimasi",JLPT JLPT_2 JLPT_3,E(^1aDIi!6
ヨット,ヨット,yacht,kapal pesiar,JLPT JLPT_2 JLPT_3,G/C^ah63g_
夜中,よなか,"midnight, dead of night","tengah malam, tengah malam",JLPT JLPT_2 JLPT_3,QTA:28I)zV
世の中,よのなか,"society, the world","masyarakat, dunia",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,zQaur22G#@
余分,よぶん,"extra, excess, surplus","ekstra, kelebihan, kelebihan",JLPT JLPT_2 JLPT_3,uLcn4c5r}h
予報,よほう,"forecast, prediction","perkiraan, prediksi",JLPT JLPT_2 JLPT_3,CpZ2Kf3K1p
予防,よぼう,"prevention, protection against","pencegahan, perlindungan terhadap",JLPT JLPT_2 JLPT_3,rDZhF+<_&}
読み,よみ,reading,membaca,JLPT JLPT_2 JLPT_3,K?H`Don1~V
嫁,よめ,"bride, daughter-in-law","pengantin wanita, menantu perempuan",JLPT JLPT_2 JLPT_3,oRq&EQjfdU
余裕,よゆう,excess; surplus,kelebihan;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,E;;B#u-gwT
より,より,"twist, ply","memutar, melapisi",JLPT JLPT_2 JLPT_3,"P,gDgn3/%z"
因る,よる,to come from,untuk datang dari,JLPT JLPT_2 JLPT_3,bk:?0yP.}A
喜び,よろこび,"joy, pleasure, rejoicing","kegembiraan, kesenangan, kegembiraan",JLPT JLPT_2 JLPT_3,K+wNM)/!OH
よろしく (かん),よろしく (かん),"best regards, please remember me","salam hormat, tolong ingat aku",JLPT JLPT_2 JLPT_3,uLM;15kvNe
四,よん,four,empat,JLPT JLPT_2 JLPT_3,FT^HSOQQHt
来,らい～,next ~,selanjutnya ~,JLPT JLPT_2 JLPT_3,A=wX.vJ`;k
ライター,ライター,lighter; writer,lebih ringan;,JLPT JLPT_2 JLPT_3,NgUl4>*Khu
楽,らく,"comfort, ease","kenyamanan, kemudahan",JLPT JLPT_2 JLPT_3,DiE;3Dx>c<
ラケット,ラケット,racket,raket,JLPT JLPT_2 JLPT_3,rc5WF%qwi^
利益,りえき,"profits, gains","keuntungan, keuntungan",JLPT JLPT_2 JLPT_3,j{(4)&Jk(I
理解,りかい,"understanding, comprehension","pemahaman, pemahaman",JLPT JLPT_2 JLPT_3,kKF%t{|4d1
陸,りく,"land, shore","tanah, pantai",JLPT JLPT_2 JLPT_3,f7mi}zh7:U
利口,りこう,"clever, shrewd, bright","pintar, cerdik, cerdas",JLPT JLPT_2 JLPT_3,fywFMWmChi
離婚,りこん,divorce,perceraian,JLPT JLPT_2 JLPT_3,PI9p-(a/mR
理想,りそう,ideal,ideal,JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki,Ev]+?).P_6
率,りつ,"rate, ratio, percentage","tarif, rasio, persentase",JLPT JLPT_2 JLPT_3,s+WV`q_zTd
留学,りゅうがく,studying abroad,belajar di luar negeri,JLPT JLPT_2 JLPT_3,jA_j8gA?Xq
流行,りゅうこう,"fashionable, fad, prevailing","modis, iseng, berlaku",JLPT JLPT_2 JLPT_3,oDwVFzWRDw
量,りょう,"quantity, amount","kuantitas, jumlah",JLPT JLPT_2 JLPT_3,EL&y=qJ[p]
寮,りょう,"hostel, dormitory","asrama, asrama",Genki_Ln.17 JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2 Genki,v~j5~V9)9G
両替,りょうがえ,"change, money exchange","kembalian, penukaran uang",JLPT JLPT_2 JLPT_3,d:;<z]06Bi
料金,りょうきん,"fee, charge, fare","biaya, ongkos, ongkos",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,zVvm;g>0?l
例,れい,"instance, example, case","misalnya, contoh, kasus",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,kB-8@n:7>K
礼,れい,expression of gratitude; bow,ungkapan terima kasih;,JLPT JLPT_2 JLPT_3,EZ&Acuix#;
例外,れいがい,exception,pengecualian,JLPT JLPT_2 JLPT_3,tw6[F{cyVX
礼儀,れいぎ,"manners, courtesy, etiquette","sopan santun, sopan santun, etiket",JLPT JLPT_2 JLPT_3,Gd12dxU_~f
冷静,れいせい,"calm, coolness","tenang, sejuk",JLPT JLPT_2 JLPT_3,B49T]&wBB/
列,れつ,"queue, line, row","antrian, baris, baris",JLPT JLPT_2 JLPT_3,xG=0sSj|M]
列車,れっしゃ,train (ordinary),kereta api (biasa),JLPT JLPT_2 JLPT_3,QT2^`L&p0(
レベル,レベル,level,tingkat,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,zpbh!KoN[L
連想,れんそう,"association (of ideas), suggestion","asosiasi (ide), sugesti",JLPT JLPT_2 JLPT_3,"NQ21Zh,%s4"
連続,れんぞく,"consecutive, continuity, continuing","berurutan, kontinuitas, berkelanjutan",JLPT JLPT_2 JLPT_3,ODN;p&H}o6
老人,ろうじん,"the aged, old person","orang tua, orang tua",JLPT JLPT_2 JLPT_3,Fz<ozu`hKp
労働,ろうどう,"labor, work","buruh, bekerja",JLPT JLPT_2 JLPT_3,svW#2;;Cv:
ロケット,ロケット,"locket, rocket","liontin, roket",JLPT JLPT_2 JLPT_3,s>l2C%ZS6!
論じる,ろんじる,"to argue, to discuss","berdebat, berdiskusi",JLPT JLPT_2 JLPT_3,PV@[>Orc)!
論争,ろんそう,"controversy, dispute","kontroversi, perselisihan",JLPT JLPT_2 JLPT_3,OnROo#.Af[
論文,ろんぶん,"thesis, paper","tesis, makalah",JLPT JLPT_2 JLPT_3,x9Y&i=]xwo
輪,わ,"ring, hoop, circle","cincin, lingkaran, lingkaran",JLPT JLPT_2 JLPT_3,FnX+2P-4%V
ワイン,ワイン,wine,anggur,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,k_34Ad?RbL
わがまま,わがまま,"selfishness, egoism, willfulness","keegoisan, egoisme, kesengajaan",JLPT JLPT_2 JLPT_3,EZq`y]jF5A
別れ,わかれ,"parting, separation, farewell","perpisahan, perpisahan, perpisahan",JLPT JLPT_2 JLPT_3,OMtj+e3iBn
分かれる,わかれる,"to branch off, to diverge from","untuk bercabang, menyimpang dari",JLPT JLPT_2 JLPT_3,"h3]%FQ}r,e"
脇,わき,side,samping,JLPT JLPT_2 JLPT_3,jKWknj-GZC
湧く,わく,"to boil, to grow hot","mendidih, menjadi panas",JLPT JLPT_2 JLPT_3,eVR+00~Wm
分ける,わける,"to divide, to separate","untuk membagi, untuk memisahkan",JLPT JLPT_2 JLPT_3,o0j(Vbh=Dm
わざと,わざと,on purpose,dengan sengaja,JLPT JLPT_2 JLPT_3,viYnUwNT3<
僅か,わずか,"only, merely, a little","hanya, hanya, sedikit",JLPT JLPT_2 JLPT_3,q2B/3.([A6
綿,わた,cotton,kapas,JLPT JLPT_2 JLPT_3,v86=9+m*Zo
話題,わだい,"topic, subject","topik, subjek",JLPT JLPT_2 JLPT_3,z8.CmK<Fdr
笑い,わらい,"laugh, laughter, smile","tertawa, tertawa, tersenyum",JLPT JLPT_2 JLPT_3,DQ4$VTV1]U
割る,わる,"to divide, to break","untuk membagi, untuk menghancurkan",JLPT JLPT_2 JLPT_3,oEUIbaXq]C
悪口,わるくち,"abuse, insult","pelecehan, penghinaan",JLPT JLPT_2 JLPT_3,"d]Rs;YIR,B"
我々,われわれ,we,Kami,JLPT JLPT_2 JLPT_3,E2(6GHR8(/
湾,わん,"bay, gulf, inlet","teluk, teluk, saluran masuk",JLPT JLPT_2 JLPT_3,P6{jsCe:#w
椀,わん,bowl,mangkuk,JLPT JLPT_2 JLPT_3,l4kkf<]hlo
碗,わん,bowl,mangkuk,JLPT JLPT_2 JLPT_3,jaH28ERkuW
悪,あく,"evil, vice","jahat, wakil",JLPT_1 JLPT JLPT_3,Q1DWi+VRb<
当り,あたり,"hit, success, reaching the mark","pukulan, sukses, mencapai sasaran",JLPT_1 JLPT JLPT_3,pvdd^T@ma/
アップ,アップ,up,ke atas,JLPT_1 JLPT JLPT_3,A[u&?[.Bro
宛てる,あてる,"to address, to put","untuk mengatasi, untuk menempatkan",JLPT_1 JLPT JLPT_3,l&CGpg$n)R
アンケート,アンケート,"questionnaire (FRE: enquete), survey","kuesioner (FRE: enquete), survei",JLPT_1 JLPT JLPT_3,"jvw,M=`Mc4"
異,い,difference (of opinion),perbedaan (pendapat),JLPT_1 JLPT JLPT_3,KWy%Q&s$/y
意,い,will,akan,JLPT_1 JLPT JLPT_3,ue.p8Uogo]
医院,いいん,"doctor's office (surgery), clinic","kantor dokter (bedah), klinik",JLPT_1 JLPT JLPT_3,cxetSKwBbl
怒り,いかり,anger,amarah,JLPT_1 JLPT JLPT_3,eag:XoP`Iu
粋,いき,"chic, style, purity","cantik, gaya, kemurnian",JLPT_1 JLPT JLPT_3,ugWhTIM%@o
意地,いじ,"disposition, spirit, obstinacy, appetite","watak, semangat, keras kepala, nafsu makan",JLPT_1 JLPT JLPT_3,Bt*R$hF@~7
依然,いぜん,"still, as yet","masih, sampai saat ini",JLPT_1 JLPT JLPT_3,gx*_AN|$_R
傷める,いためる,"to damage, to impair, to spoil","merusak, melemahkan, merusak",JLPT_1 JLPT JLPT_3,uF3-=@-Bpo
炒める,いためる,to stir-fry,untuk menggoreng,JLPT_1 JLPT JLPT_3,"G^,`T^H<Y$"
一帯,いったい,"a region, the whole place","suatu wilayah, seluruh tempat",JLPT_1 JLPT JLPT_3,DAOK/%LCS(
異動,いどう,"a change, transfer","perubahan, transfer",JLPT_1 JLPT JLPT_3,ew^/izF?S5
衣料,いりょう,clothing,pakaian,JLPT_1 JLPT JLPT_3,gj0|x/@YEn
渦,うず,swirl,keramaian,JLPT_1 JLPT JLPT_3,sfWs{S%^qV
埋まる,うまる,"to be buried, to be filled","untuk dikuburkan, untuk diisi",JLPT_1 JLPT JLPT_3,7lK)HuokX
産む,うむ,"to give birth (v.t.), to deliver, to produce","melahirkan (v.t.), melahirkan, menghasilkan",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.14,r|}xM1gEOl
縁,えん,"chance, tie, relationship","kesempatan, dasi, hubungan",JLPT_1 JLPT JLPT_3,oaiH%ZtU~K
尾,お,"tail, ridge","ekor, punggung bukit",JLPT_1 JLPT JLPT_3,wE6#3`(P-s
負う,おう,"to bear, to owe","menanggung, berhutang",JLPT_1 JLPT JLPT_3,u~;tItu4oL
遅れ,おくれ,"delay, lag","tunda, ketinggalan",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.14,l%9;2PC4x+
教え,おしえ,"teachings, doctrine","ajaran, doktrin",JLPT_1 JLPT JLPT_3,xPgyX4=PH+
驚き,おどろき,"surprise, astonishment, wonder","terkejut, takjub, heran",JLPT_1 JLPT JLPT_3,uYPDwf:Xey
織る,おる,to weave,untuk menenun,JLPT_1 JLPT JLPT_3,H-^?L/FUtJ
欠く,かく,"to lack, to crack","kekurangan, retak",JLPT_1 JLPT JLPT_3,"y:z4,KW,Y-"
角,かく,angle,sudut,JLPT_1 JLPT JLPT_3,Q3RPtFjJo6
核,かく,"nucleus, kernel","inti, inti",JLPT_1 JLPT JLPT_3,e?}Lbq98=N
格,かく,"status, character, case","status, karakter, kasus",JLPT_1 JLPT JLPT_3,Bd<&>IEN#(
学歴,がくれき,academic background,latar belakang akademis,JLPT_1 JLPT JLPT_3,"oJD!i#Ghj,"
駆ける,かける,to run,untuk berlari,JLPT_1 JLPT JLPT_3,AlwjF+uaKO
賭ける,かける,"to bet, to risk, to gamble","bertaruh, mengambil risiko, berjudi",JLPT_1 JLPT JLPT_3,dX$E2ISF?E
課題,かだい,"subject, theme, task","subjek, tema, tugas",JLPT_1 JLPT JLPT_3,JNxi3:**/$
片付け,かたづけ,"tidying up, finishing","merapikan, menyelesaikan",JLPT_1 JLPT JLPT_3,b8#*+`Yer.
加味,かみ,"seasoning, flavoring","bumbu, penyedap rasa",JLPT_1 JLPT JLPT_3,IDJ]6]i7Jx
借り,かり,"borrowing, debt, loan","pinjaman, hutang, pinjaman",JLPT_1 JLPT JLPT_3,eJ@~/@E_cp
狩り,かり,hunting,memburu,JLPT_1 JLPT JLPT_3,F*!5GCg4U&
管,かん,"pipe, tube","pipa, tabung",JLPT_1 JLPT JLPT_3,fcs)GZ>f[[
～観,かん,"feeling, view","perasaan, pemandangan",JLPT_1 JLPT JLPT_3,L#gN7p7zR4
癌,がん,cancer,kanker,JLPT_1 JLPT JLPT_3,"p~,cAC,D+|"
刊行,かんこう,"publication, issue","publikasi, terbitan",JLPT_1 JLPT JLPT_3,M#=U8)QH)D
慣行,かんこう,"customary practice, habit, traditional event","praktek adat, kebiasaan, acara adat",JLPT_1 JLPT JLPT_3,xk+2IzF[p%
歓声,かんせい,"cheer, shout of joy","bersorak, bersorak gembira",JLPT_1 JLPT JLPT_3,"w6B,F.u4!."
官僚,かんりょう,"bureaucrat, bureaucracy","birokrat, birokrasi",JLPT_1 JLPT JLPT_3,vh@[V;%&ao
器官,きかん,"organ (of body, instrument)","organ (tubuh, instrumen)",JLPT_1 JLPT JLPT_3,N2?AghIU$R
季刊,きかん,"quarterly (e.g., magazine)","triwulanan (misalnya, majalah)",JLPT_1 JLPT JLPT_3,I;$Bk_n?X#
起源,きげん,"origin, beginning, rise","asal, permulaan, kebangkitan",JLPT_1 JLPT JLPT_3,tlShs$oI^}
機構,きこう,"mechanism, organization","mekanisme, organisasi",JLPT_1 JLPT JLPT_3,i}B:Es]N)f
築く,きずく,"to build, to establish","untuk membangun, untuk membangun",JLPT_1 JLPT JLPT_3,i^HMG^80!G
規制,きせい,regulation,peraturan,JLPT_1 JLPT JLPT_3,CN`|`I@cQ2
丘陵,きゅうりょう,hill,bukit,JLPT_1 JLPT JLPT_3,"E9ld1,7]!f"
