expression,reading,meaning,meaning_indonesia,tags,guid
行き違い,いきちがい,"misunderstanding, disagreement","kesalahpahaman, perselisihan",JLPT_1 JLPT,Kn3O$k3Ndh
意気込む,いきごむ,to be enthusiastic about,untuk menjadi antusias,JLPT_1 JLPT,"uCP,dS?ITJ"
育成,いくせい,"rearing, training, cultivation","membesarkan, melatih, membudidayakan",JLPT_1 JLPT,xgDyhh?MvF
幾多,いくた,"many, numerous","banyak, banyak sekali",JLPT_1 JLPT,sVgAdcK5_K
"(花を〜) 生ける, 活ける",(はなを～) いける,to arrange (flowers),untuk merangkai (bunga),JLPT JLPT_1 MediaMissing,"cEGS[d,K$s"
異見,いけん,"different opinion, objection","berbeda pendapat, keberatan",JLPT_1 JLPT,C`nnyFMEP*
意向,いこう,"intention, idea, inclination","niat, ide, kecenderungan",JLPT_1 JLPT,c<RmCn8fq1
移行,いこう,switching over to,beralih ke,JLPT_1 JLPT,zCUU7WXKx4
いざ,いざ,"now, come (now), crucial moment","sekarang, ayo (sekarang), momen krusial",JLPT_1 JLPT,i:/h1W-xdl
移住,いじゅう,"migration, immigration","migrasi, imigrasi",JLPT_1 JLPT,yfmy@>bgJz
衣装,いしょう,"clothing, costume, outfit","pakaian, kostum, pakaian",JLPT_1 JLPT,JM:)/^6vfs
いじる,いじる,"to touch, to tamper with","untuk menyentuh, untuk merusak",JLPT_1 JLPT,9Nx^_^#j8
異性,いせい,the opposite sex,lawan jenis,JLPT_1 JLPT,c(LysD`~z]
遺跡,いせき,historic ruins,reruntuhan bersejarah,JLPT_1 JLPT,FHxuAULxsj
依存,いぞん,"dependence, dependent, reliance","ketergantungan, ketergantungan, ketergantungan",JLPT_1 JLPT,vHQ}.~FHmp
委託,いたく,"consign (goods (for sale) to a firm), entrust","menyerahkan (barang (untuk dijual) ke perusahaan), menitipkan",JLPT_1 JLPT,"JRy,(Dx:,n"
いたって,いたって,"very much, exceedingly, extremely","sangat, sangat, sangat",JLPT_1 JLPT,%<{<.)4xj
出世,しゅっせ,"promotion, successful career, eminence","promosi, karier sukses, keunggulan",JLPT_1 JLPT,"E,W%,6&bwX"
出題,しゅつだい,proposing a question,mengajukan pertanyaan,JLPT_1 JLPT,s9z]c<[6wR
出動,しゅつどう,"mobilization, action","mobilisasi, tindakan",JLPT_1 JLPT,DVV5Q3:VIK
出費,しゅっぴ,"expenses, disbursements","pengeluaran, pengeluaran",JLPT_1 JLPT,t(JNS{XhuZ
出品,しゅっぴん,"exhibit, display","pameran, tampilan",JLPT_1 JLPT,w}1f=TEQZ|
主導,しゅどう,main leadership,kepemimpinan utama,JLPT_1 JLPT,"d-6;%xC,V("
主任,しゅにん,"person in charge, responsible official","penanggung jawab, pejabat yang bertanggung jawab",JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,P`pi2j!/Zn
首脳,しゅのう,"head, leader","kepala, pemimpin",JLPT_1 JLPT,mH>udydI<)
守備,しゅび,defense,pertahanan,JLPT_1 JLPT,QyYK8_+Gx6
手法,しゅほう,technique,teknik,JLPT_1 JLPT,fWl){e*%x`
樹木,じゅもく,"trees and shrubs, arbor","pohon dan semak, punjung",JLPT_1 JLPT,A6EcuVTEn~
樹立,じゅりつ,"establish, create","menetapkan, menciptakan",JLPT_1 JLPT,<gHQ~x_IM
準急,じゅんきゅう,"local express (train, slower than an express)","ekspres lokal (kereta api, lebih lambat dari ekspres)",JLPT_1 JLPT,s!T{c]d?zv
準じる,じゅんじる,"to follow, to conform, to apply to","untuk mengikuti, untuk menyesuaikan diri, untuk menerapkan",JLPT_1 JLPT,j=V@~uS;G4
～署,～しょ,department,departemen,JLPT_1 JLPT,A<!E3T_0vF
～症,～しょう,disease,penyakit,JLPT_1 JLPT,y^!rJ~5v8t
～証,～しょう,"proof, certificate","bukti, sertifikat",JLPT_1 JLPT,w[XPaJS[}z
～嬢,～じょう,young woman,wanita muda,JLPT_1 JLPT,P&R@B~a4:4
上位,じょうい,"superior, higher order","unggul, tingkat yang lebih tinggi",JLPT_1 JLPT,s<}P@-YNu`
上演,じょうえん,art performance,pertunjukan seni,JLPT_1 JLPT,Ih+PnzSX5U
城下,じょうか,land near the castle,mendarat di dekat kastil,JLPT_1 JLPT,FP&uiV(R^g
消去,しょうきょ,"elimination, erasing","eliminasi, penghapusan",JLPT_1 JLPT,KIr]^O720X
上空,じょうくう,"sky, high-altitude sky, upper air","langit, langit ketinggian, udara atas",JLPT_1 JLPT,AT)AL!}Jds
衝撃,しょうげき,"shock, crash, impact, ballistic","guncangan, tabrakan, benturan, balistik",JLPT_1 JLPT,rK5G)+e65!
証言,しょうげん,"evidence, testimony","bukti, kesaksian",JLPT_1 JLPT,s_3h<=-PI[
証拠,しょうこ,"evidence, proof","bukti, bukti",JLPT_1 JLPT,H}OPDaDiwx
照合,しょうごう,"check, verification","periksa, verifikasi",JLPT_1 JLPT,hlgHN62g|{
詳細,しょうさい,"detail, particulars","detail, khusus",JLPT_1 JLPT,K:oLa1D.!N
上昇,じょうしょう,"rising, ascending, climbing","naik, naik, mendaki",JLPT_1 JLPT,sWkm1|AEBC
昇進,しょうしん,promotion,promosi,JLPT_1 JLPT,d~xF3H=[az
称する,しょうする,"to take the name of, to call oneself","untuk mengambil nama, untuk memanggil diri sendiri",JLPT_1 JLPT,tSb%>:%%!V
情勢,じょうせい,"state of things, condition, situation","keadaan, kondisi, situasi",JLPT_1 JLPT,MJ1D.[x{)c
消息,しょうそく,"news, letter, circumstances","berita, surat, keadaan",JLPT_1 JLPT,u6>otPY%%b
承諾,しょうだく,"consent, agreement","persetujuan, persetujuan",JLPT_1 JLPT,qBKI4V%6RZ
情緒,じょうちょ,"emotion, feeling","emosi, perasaan",JLPT_1 JLPT,k3To8MWJIl
情緒,じょうしょ,"emotion, feeling","emosi, perasaan",JLPT_1 JLPT,tX-.yH%tsu
象徴,しょうちょう,symbol,simbol,JLPT_1 JLPT,Nr_Pr2R$>-
小児科,しょうにか,pediatrics,pediatri,JLPT_1 JLPT,BV(PyO5`Xp
使用人,しようにん,"employee, servant","pegawai, pelayan",JLPT_1 JLPT,LygcFyOci?
情熱,じょうねつ,"passion, enthusiasm, zeal","gairah, antusiasme, semangat",JLPT_1 JLPT,I{iqV8B>VE
譲歩,じょうほ,"concession, conciliation, compromise","konsesi, konsiliasi, kompromi",JLPT_1 JLPT,qTRRmo8`cg
条約,じょうやく,"treaty, pact","perjanjian, pakta",JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,mBj5_YKg@T
勝利,しょうり,"victory, triumph, win","kemenangan, kemenangan, kemenangan",JLPT_1 JLPT,G@C3MHqMp~
上陸,じょうりく,"landing, disembarkation","pendaratan, pendaratan",JLPT_1 JLPT,P?*6mTt|Ou
蒸溜,じょうりゅう,distillation,distilasi,JLPT_1 JLPT,N0wHhg4iZ}
奨励,しょうれい,"encouragement, promotion","dorongan, promosi",JLPT_1 JLPT,m8|HwkmQWl
ショー,ショー,show,menunjukkan,JLPT_1 JLPT,i~@270zDDg
除外,じょがい,"exception, exclusion","pengecualian, pengecualian",JLPT_1 JLPT,An-_sCcDl?
職員,しょくいん,"staff member, personnel","anggota staf, personel",JLPT_1 JLPT,"c/)%MF,^yx"
植民地,しょくみんち,colony,koloni,JLPT_1 JLPT,pqv+nRs.EA
職務,しょくむ,professional duties,tugas profesional,JLPT_1 JLPT,M%7$<MDK;D
諸君,しょくん,"Gentlemen!, Ladies!","Tuan-tuan!, Nyonya-nyonya!",JLPT_1 JLPT,w8&8<Oq8q1
助言,じょげん,"advice, suggestion","saran, saran",JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,jgva&{5Yv}
徐行,じょこう,going slowly,berjalan perlahan,JLPT_1 JLPT,1}h4@}[.}
所在,しょざい,whereabouts,dimana,JLPT_1 JLPT,HYCS:(5sD5
所持,しょじ,"possession, owning","kepemilikan, kepemilikan",JLPT_1 JLPT,FFV#Fu]e{M
所属,しょぞく,"attached to, belong to","melekat pada, milik",JLPT_1 JLPT,kcA;O>C=q2
処置,しょち,treatment,perlakuan,JLPT_1 JLPT,oElimwftu&
しょっちゅう,しょっちゅう,"always, constantly","selalu, terus-menerus",JLPT_1 JLPT,qt.$TI&_S;
所定,しょてい,"fixed, prescribed","tetap, ditentukan",JLPT_1 JLPT,lE2*Emk;Hc
所得,しょとく,income,penghasilan,JLPT_1 JLPT,x{~.Tp:rb[
処罰,しょばつ,punishment,hukuman,JLPT_1 JLPT,"gNz:>*,MG$"
初版,しょはん,first edition,edisi pertama,JLPT_1 JLPT,fiRSr!;Y&A
書評,しょひょう,book review,ulasan buku,JLPT_1 JLPT,x:`od~M8;V
処分,しょぶん,"disposal, dealing, punishment","pembuangan, penanganan, hukuman",JLPT_1 JLPT,ob921zNQ/x
庶民,しょみん,"masses, common people","massa, rakyat jelata",JLPT_1 JLPT,m?>)`ISejw
庶務,しょむ,general affairs,urusan umum,JLPT_1 JLPT,ibnBaKrH9N
所有,しょゆう,"one's possessions, ownership","harta milik seseorang, kepemilikan",JLPT_1 JLPT,M/&X&72l%L
調べ,しらべ,"investigation, inspection","penyelidikan, pemeriksaan",JLPT_1 JLPT,K1M}#OQ[$e
自立,じりつ,"independence, self-reliance","kemandirian, kemandirian",JLPT_1 JLPT,AxK*wI27?U
記す,しるす,"to note, to write down","mencatat, menuliskan",JLPT_1 JLPT,IY#:UXg$YC
指令,しれい,"orders, instructions, directive","perintah, instruksi, arahan",JLPT_1 JLPT,f3?Z1%=TF7
～心,～しん,mind of ~,pikiran ~,JLPT_1 JLPT,jQ&{mv~mg}
陣,じん,"battle formation, camp, encampment","formasi pertempuran, perkemahan, perkemahan",JLPT_1 JLPT,P;NE${7wn9
進化,しんか,"evolution, progress","evolusi, kemajuan",JLPT_1 JLPT,N0sG+rp=}d
人格,じんかく,"personality, character","kepribadian, karakter",JLPT_1 JLPT,bv:L&X%{w_
審議,しんぎ,deliberation,pertimbangan,JLPT_1 JLPT,ljmGvuxGK[
新婚,しんこん,newly-wed,pengantin baru,JLPT_1 JLPT,kXZM5E]M1a
審査,しんさ,"judging, inspection, examination","penjurian, inspeksi, pemeriksaan",JLPT_1 JLPT,Aov$8-^cUL
人材,じんざい,man of talent,pria yang berbakat,JLPT_1 JLPT,C?4X*:ZTpD
紳士,しんし,gentleman,pria,JLPT_1 JLPT,x9OmT9u38P
真実,しんじつ,"truth, reality","kebenaran, kenyataan",JLPT_1 JLPT,oVA.}`H~AT
信者,しんじゃ,"believer, devotee","beriman, penyembah",JLPT_1 JLPT,xS[kK:ZdWC
真珠,しんじゅ,pearl,mutiara,JLPT_1 JLPT,AK4RS}QdNe
進出,しんしゅつ,advancement,kemajuan,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,K-D|x_JFrP
心情,しんじょう,mentality,mentalitas,JLPT_1 JLPT,PHxCA~>U^}
新人,しんじん,"new face, newcomer","wajah baru, pendatang baru",JLPT_1 JLPT,n<1jM&wYZ&
神聖,しんせい,"holiness, sacredness, dignity","kekudusan, kesucian, martabat",JLPT_1 JLPT,N+v0O:SZ6<
親善,しんぜん,friendship,persahabatan,JLPT_1 JLPT,e$!ZsAnYeT
真相,しんそう,"truth, real situation","kebenaran, situasi nyata",JLPT_1 JLPT,"IQ@9>LJ,&M"
迅速,じんそく,"quick, fast, prompt","cepat, cepat, cepat",JLPT_1 JLPT,g^-!|Cie-4
人体,じんたい,human body,tubuh manusia,JLPT_1 JLPT,wqIT;%IHe9
新築,しんちく,"new building, new construction","gedung baru, konstruksi baru",JLPT_1 JLPT,Ozg8V>5l.l
心中,しんじゅう,double suicide,bunuh diri ganda,JLPT_1 JLPT,H1pTQNX=9t
進呈,しんてい,presentation,presentasi,JLPT_1 JLPT,CZ`K3:aqAR
進展,しんてん,"progress, development","kemajuan, perkembangan",JLPT_1 JLPT,b(>k}9=qxl
神殿,しんでん,"temple, sacred place","kuil, tempat suci",JLPT_1 JLPT,y(skY$ucA+
進度,しんど,progress,kemajuan,JLPT_1 JLPT,yu/)M8)V(L
振動,しんどう,"oscillation, vibration","osilasi, getaran",JLPT_1 JLPT,sad?lNEJ3g
新入生,しんにゅうせい,"new student, first-year student, freshman","mahasiswa baru, mahasiswa tahun pertama, mahasiswa baru",JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,x)<B[r6{jj
信任,しんにん,"trust, confidence, credence","kepercayaan, keyakinan, kepercayaan",JLPT_1 JLPT,"hWLnw4y,]t"
神秘,しんぴ,mystery,misteri,JLPT_1 JLPT,"N,Y7P[tIGQ"
辛抱,しんぼう,"patience, endurance","kesabaran, daya tahan",JLPT_1 JLPT,uU~=4Y)qMA
人民,じんみん,"people, public","orang, publik",JLPT_1 JLPT,nAw=2?(bZX
侵略,しんりゃく,"aggression, invasion, raid","agresi, invasi, penyerbuan",JLPT_1 JLPT,hsxv1184OS
診療,しんりょう,medical examination and treatment,pemeriksaan kesehatan dan pengobatan,JLPT_1 JLPT,x1%iVb>rlb
粋,すい,essence,esensi,JLPT_1 JLPT,zsq|f`1Yv
水源,すいげん,source of river,sumber sungai,JLPT_1 JLPT,n/^g6e7/@{
推進,すいしん,"propulsion, driving force","tenaga penggerak, tenaga penggerak",JLPT_1 JLPT,"J08-VaUM,s"
吹奏,すいそう,playing wind instruments,memainkan alat musik tiup,JLPT_1 JLPT,m]6xm=<uJ6
推測,すいそく,"guess, conjecture","tebak, dugaan",JLPT_1 JLPT,zvP)r1F]3S
水田,すいでん,(water-filled) paddy field,(berisi air) sawah,JLPT_1 JLPT,v5ySQN]{G>
推理,すいり,"reasoning, inference, mystery or detective genre","genre penalaran, inferensi, misteri atau detektif",JLPT_1 JLPT,jer`Bu/O84
数詞,すうし,numeral,angka,JLPT_1 JLPT,p</Ez{aJ5+
崇拝,すうはい,"worship, adoration","pemujaan, pemujaan",JLPT_1 JLPT,Hw_TI!gx2(
据え付ける,すえつける,"to install, to equip, to mount","untuk memasang, melengkapi, memasang",JLPT_1 JLPT,BP/>6=lZh5
据える,すえる,"to set, to lay, to place","untuk mengatur, meletakkan, menempatkan",JLPT_1 JLPT,t!g&pW29AZ
すがすがしい,すがすがしい,"fresh, refreshing","segar, menyegarkan",JLPT_1 JLPT,rK/?@VVUlf
救い,すくい,"help, aid, relief","pertolongan, pertolongan, keringanan",JLPT_1 JLPT,qsOm7CX`b8
すくう (みずを～),すくう (みずを～),to scoop,untuk menyendok,JLPT_1 JLPT,iDqa!wq<Tq
健やか,すこやか,"vigorous, healthy, sound","kuat, sehat, sehat",JLPT_1 JLPT,"hH9J*t,rc_"
濯ぐ,すすぐ,"to rinse, to wash out","untuk membilas, untuk mencuci",JLPT_1 JLPT,E0ffUY?7qt
進み,すすみ,progress,kemajuan,JLPT_1 JLPT,p1:(iOmlNJ
裾,すそ,"(trouser) cuff, (skirt) hem, cut edge of a hairdo","Manset (celana panjang), ujung (rok), potongan ujung tatanan rambut",JLPT_1 JLPT,xF_(AQj}lF
スタジオ,スタジオ,studio,studio,JLPT_1 JLPT,ic%[^BEKt/
スチーム,スチーム,steam,uap,JLPT_1 JLPT,nXB;]AdyMC
ストライキ,ストライキ,strike,memukul,JLPT_1 JLPT,nf-SMH*rKm
スト,スト,(abbr.) strike,(singkatan) menyerang,JLPT_1 JLPT,oc==H8k2kf
ストロー,ストロー,straw,jerami,JLPT_1 JLPT,A.~AmwkH4Z
ストロボ,ストロボ,"stroboscope (literally: strobo, strobe lamp, stroboscopic lamp)","stroboscope (harfiah: strobo, lampu strobo, lampu stroboskopik)",JLPT_1 JLPT,rNiv+g8N.Q
すばしこい,すばしこい,"nimble, smart, quick","gesit, pintar, cepat",JLPT_1 JLPT,p[HsSa}_~h
素早い,すばやい,"fast, quick","cepat, cepat",JLPT_1 JLPT,qLzUXrbxxM
ずばり,ずばり,"decisively, unreservedly, frankly","dengan tegas, tanpa syarat, terus terang",JLPT_1 JLPT,zNubn^c5m8
スプリング,スプリング,spring,musim semi,JLPT_1 JLPT,M&<1|Qyfm^
スペース,スペース,space,ruang angkasa,JLPT_1 JLPT,"mfYc5:,T$)"
ずぶぬれ,ずぶぬれ,"soaked, dripping wet","basah kuyup, basah kuyup",JLPT_1 JLPT,O=YLrvca-#
スポーツカー,スポーツカー,sports car,mobil sport,JLPT_1 JLPT,ILQ_{U)ioI
澄ます,すます,"to clear, to make clear, to listen for","menjernihkan, memperjelas, mendengarkan",JLPT_1 JLPT,o+[:%ypXAI
清ます,すます,"to clear, to make clear, to listen for","menjernihkan, memperjelas, mendengarkan",JLPT_1 JLPT,gWgE<)O|pN
済ます,すます,to finish; to settle; to do without,untuk menyelesaikan;,JLPT_1 JLPT,BI9b~SlUc1
すみやか,すみやか,speedy,cepat,JLPT_1 JLPT,MC/)GM9mOK
スラックス,スラックス,slacks,celana panjang,JLPT_1 JLPT,tpKEoAzoEC
ずらっと,ずらっと,"in a line, in a row","dalam satu baris, berturut-turut",JLPT_1 JLPT,GHI-Z0iw2Q
ずるずる,ずるずる,"dragging on, sound of sniffling","berlarut-larut, suara terisak",JLPT_1 JLPT,xPdB)weA$j
ずれ,ずれ,"difference, gap","perbedaan, kesenjangan",JLPT_1 JLPT,ml<Cz:NIm9
すれちがい,すれちがい,chance encounter,pertemuan kebetulan,JLPT_1 JLPT,h}n%.0]G*]
擦れる,すれる,"to rub, to chafe","untuk menggosok, untuk menggosok",JLPT_1 JLPT,y1pczASP(>
すんなり,すんなり,"pass with no objection, slim, slender","lulus tanpa keberatan, langsing, langsing",JLPT_1 JLPT,c{rT9&J2OZ
生育,せいいく,"growth, development, breeding","pertumbuhan, perkembangan, pembiakan",JLPT_1 JLPT,A*eQ]~1bJ/
成育,せいいく,"growth, raising","pertumbuhan, peningkatan",JLPT_1 JLPT,A=.t}i>GW3
成果,せいか,"results, fruits","hasil, buah-buahan",JLPT_1 JLPT,BVYQfcf%9
正解,せいかい,"correct, right answer, solution","benar, jawaban benar, solusi",JLPT_1 JLPT,Lt;.HzCJ&F
正義,せいぎ,"justice, right, righteousness","keadilan, benar, kebenaran",JLPT_1 JLPT,C*lSCCu$Is
生計,せいけい,"livelihood, living","penghidupan, penghidupan",JLPT_1 JLPT,sFe^vK-tW[
政権,せいけん,"(political) administration, political power","administrasi (politik), kekuasaan politik",JLPT_1 JLPT,ySl]BBHxv|
星座,せいざ,constellation,konstelasi,JLPT_1 JLPT,v8-]C(eL~-
制裁,せいさい,"restraint, sanctions, punishment","pengekangan, sanksi, hukuman",JLPT_1 JLPT,"&>5Y-0M,/"
政策,せいさく,"political measures, policy","langkah-langkah politik, kebijakan",JLPT_1 JLPT,"hAD&H|lfX,"
生死,せいし,life and death,hidup dan mati,JLPT_1 JLPT,[jWyFv3NW
静止,せいし,"stillness, repose, standing still","keheningan, istirahat, berdiri diam",JLPT_1 JLPT,o*g2}G_T7@
誠実,せいじつ,"sincere, honest, faithful","tulus, jujur, setia",JLPT_1 JLPT,bL3/~B_@Jx
成熟,せいじゅく,"maturity, ripeness","kematangan, kematangan",JLPT_1 JLPT,mi&AvT*VW%
青春,せいしゅん,"youth, springtime of life, adolescent","masa muda, musim semi kehidupan, remaja",JLPT_1 JLPT,r1RCkb<y|$
清純,せいじゅん,"purity, innocence","kemurnian, kepolosan",JLPT_1 JLPT,ONr5>]A5d|
聖書,せいしょ,Bible,Alkitab,JLPT_1 JLPT,Q@S9S%oEQ1
正常,せいじょう,"normalcy, normality, normal","normal, normal, normal",JLPT_1 JLPT,wA-k/9L$M{
制する,せいする,"to control, to command","untuk mengontrol, untuk memerintah",JLPT_1 JLPT,rf}l5O&Iya
整然,せいぜん,"orderly, regular, well-organized","teratur, teratur, terorganisir dengan baik",JLPT_1 JLPT,PN>H*K1;6z
盛装,せいそう,"be dressed up, wear rich clothes","berdandan, kenakan pakaian mewah",JLPT_1 JLPT,"NT,a6{jkV^"
盛大,せいだい,"grand, prosperous, magnificent","agung, makmur, megah",JLPT_1 JLPT,oA#/^#fynU
清濁,せいだく,"good and evil, purity and impurity","baik dan jahat, kemurnian dan ketidakmurnian",JLPT_1 JLPT,LIBty_QSI!
制定,せいてい,"enactment, establishment, creation","pemberlakuan, pendirian, penciptaan",JLPT_1 JLPT,w/{{PKSO-l
静的,せいてき,static,statis,JLPT_1 JLPT,qS/}NK^[E0
製鉄,せいてつ,iron manufacture,pembuatan besi,JLPT_1 JLPT,q1#~15/jx^
晴天,せいてん,fine weather,cuaca bagus,JLPT_1 JLPT,O`AKp9t/nh
正当,せいとう,"just, due, proper","tepat, tepat, tepat",JLPT_1 JLPT,KYfFW0c&^H
制服,せいふく,uniform,seragam,JLPT_1 JLPT,KjpnwgIuCJ
征服,せいふく,"conquest, subjugation, overcoming","penaklukan, penaklukan, mengatasi",JLPT_1 JLPT,UI+/g3/T<
製法,せいほう,"manufacturing method, recipe, formula","cara pembuatan, resep, formula",JLPT_1 JLPT,r$Viif`6:S
精密,せいみつ,"precise, exact, detailed, minute","tepat, tepat, rinci, menit",JLPT_1 JLPT,k?w!_L!izK
税務署,ぜいむしょ,tax office,kantor pajak,JLPT_1 JLPT,cu&VjhU0YM
制約,せいやく,"limitation, constraints","keterbatasan, kendala",JLPT_1 JLPT,eGs}Rjdjyu
勢力,せいりょく,"influence, power, might, strength","pengaruh, kekuasaan, keperkasaan, kekuatan",JLPT_1 JLPT,jCKk=3Gx//
整列,せいれつ,"stand in a row, form a line","berdiri berjajar, membentuk barisan",JLPT_1 JLPT,K=?{2[EdLY
セール,セール,sale,penjualan,JLPT_1 JLPT,bTb.7j.bY0
急かす,せかす,"to hurry, to urge on","untuk bergegas, untuk mendesak",JLPT_1 JLPT,r25!gS/G>A
伜,せがれ,"son, my son","nak, anakku",JLPT_1 JLPT,CVmDxN*tGx
責務,せきむ,"duty, obligation","tugas, kewajiban",JLPT_1 JLPT,ct_SCVUYk9
セクション,セクション,section,bagian,JLPT_1 JLPT,oE+>)~hYZ>
世辞,せじ,"flattery, compliment","sanjungan, pujian",JLPT_1 JLPT,i2*b#^+2.G
世帯,せたい,household,rumah tangga,JLPT_1 JLPT,M;wkDh)_[-
是正,ぜせい,"correction, revision","koreksi, revisi",JLPT_1 JLPT,r4z<%];90$
世代,せだい,generation,generasi,JLPT_1 JLPT,vXhkxYs)ro
切開,せっかい,"opening up, cutting through","membuka, memotong",JLPT_1 JLPT,j3{#e(JGO?
セックス,セックス,sex,seks,JLPT_1 JLPT,p^XJZeb_m$
切実,せつじつ,"compelling, serious, severe, acute","menarik, serius, parah, akut",JLPT_1 JLPT,"b(%wDAP,4<"
接触,せっしょく,"touch, contact","sentuh, hubungi",JLPT_1 JLPT,euP9o6khjK
接続詞,せつぞくし,conjunction,konjungsi,JLPT_1 JLPT,jxx/dj^^[F
設置,せっち,"establishment, institution","pendirian, institusi",JLPT_1 JLPT,dTa#ev1!lY
折衷,せっちゅう,"compromise, cross, blending, eclecticism","kompromi, silang, pencampuran, eklektisisme",JLPT_1 JLPT,z.Jdo5|UwK
設定,せってい,"establishment, creation","pendirian, penciptaan",JLPT_1 JLPT,EL[q3!y3K%
説得,せっとく,persuasion,bujukan,JLPT_1 JLPT,p@nzS4e%Pe
切ない,せつない,"painful, trying, sad","menyakitkan, mencoba, sedih",JLPT_1 JLPT,Op2N@ZY@PL
絶版,ぜっぱん,out of print,tidak lagi dicetak,JLPT_1 JLPT,wscau>2!!B
設立,せつりつ,"establishment, foundation, institution","pendirian, yayasan, institusi",JLPT_1 JLPT,nV|*LLs6}!
攻め,せめ,"attack, offense","menyerang, menyerang",JLPT_1 JLPT,lp+Bg:0JY+
ゼリー,ゼリー,jelly,jeli,JLPT_1 JLPT,pUMI]4pC]5
セレモニー,セレモニー,ceremony,upacara,JLPT_1 JLPT,ElF~:n|$Dm
世論,せろん,public opinion,opini publik,JLPT_1 JLPT,cn7+uG:k{Q
先,せん,"priority, precedence, previous","prioritas, prioritas, sebelumnya",JLPT_1 JLPT,K[s:+C@-V{
繊維,せんい,"fiber, fiber, textile","serat, serat, tekstil",JLPT_1 JLPT,IoI]vI^@?E
全快,ぜんかい,complete recovery of health,pemulihan kesehatan sepenuhnya,JLPT_1 JLPT,jMG%U5Y*b]
宣教,せんきょう,religious mission,misi keagamaan,JLPT_1 JLPT,t2!m+EN<kt
宣言,せんげん,"declaration, proclamation, announcement","deklarasi, proklamasi, pengumuman",JLPT_1 JLPT,N*Sn3]6F}u
戦災,せんさい,war damage,kerusakan perang,JLPT_1 JLPT,g*>*T{UX8V
専修,せんしゅう,specialization,spesialisasi,JLPT_1 JLPT,iF/[EjL/PH
戦術,せんじゅつ,tactics,taktik,JLPT_1 JLPT,fClOu9u4S.
センス,センス,"sense (for music, style, tact, etc.)","akal (untuk musik, gaya, kebijaksanaan, dll.)",JLPT_1 JLPT,kOf@Kc#S!?
潜水,せんすい,diving,menyelam,JLPT_1 JLPT,kXmApIVn4{
全盛,ぜんせい,height of prosperity,puncak kemakmuran,JLPT_1 JLPT,PA4!?*R&)6
先代,せんだい,"family predecessor, previous age, previous generation","pendahulu keluarga, usia sebelumnya, generasi sebelumnya",JLPT_1 JLPT,A@$Xh`C*#q
先だって,せんだって,"recently, the other day","baru-baru ini, beberapa hari yang lalu",JLPT_1 JLPT,bpeAMs`g=B
先着,せんちゃく,first arrival,kedatangan pertama,JLPT_1 JLPT,s5`[<)lze/
前提,ぜんてい,"preamble, premise, prerequisite","pembukaan, premis, prasyarat",JLPT_1 JLPT,M^(]5)Q28q
先天的,せんてんてき,"inherent, congenital, hereditary","melekat, bawaan, turun-temurun",JLPT_1 JLPT,e8-*cxos*(
前途,ぜんと,"future prospects, outlook, the journey ahead","prospek masa depan, pandangan, perjalanan ke depan",JLPT_1 JLPT,rUv_dSLlLH
戦闘,せんとう,"battle, fight, combat","pertarungan, pertarungan, pertarungan",JLPT_1 JLPT,LE#Z8!)h7>
潜入,せんにゅう,"infiltration, sneaking in","infiltrasi, menyelinap masuk",JLPT_1 JLPT,jwMP<D<nu+
船舶,せんぱく,ship,mengirimkan,JLPT_1 JLPT,yT?Wj-:Bft
全滅,ぜんめつ,annihilation,penghancuran,JLPT_1 JLPT,gs]{cpbeS;
専用,せんよう,"exclusive use, personal use","penggunaan eksklusif, penggunaan pribadi",JLPT_1 JLPT,E|;c&Jmrd8
占領,せんりょう,"occupation, possession, have a room to oneself","pekerjaan, kepemilikan, memiliki ruang untuk diri sendiri",JLPT_1 JLPT,N-V{tXojX`
善良,ぜんりょう,"goodness, excellence, virtue","kebaikan, keunggulan, kebajikan",JLPT_1 JLPT,eGNEV*g</#
戦力,せんりょく,war potential,potensi perang,JLPT_1 JLPT,jsYNJMtfV.
前例,ぜんれい,precedent,preseden,JLPT_1 JLPT,z6IRT7DoRm
相応,そうおう,"suitability, fitness","kesesuaian, kebugaran",JLPT_1 JLPT,Cm`/n`5$^$
総会,そうかい,general meeting,rapat umum,JLPT_1 JLPT,v.Q]y8[=}p
創刊,そうかん,"launching (e.g., newspaper, first issue)","peluncuran (misalnya surat kabar, terbitan pertama)",JLPT_1 JLPT,k7n}7cIr>q
雑木,ぞうき,"various kinds of small trees, assorted trees","berbagai macam pohon kecil, berbagai macam pohon",JLPT_1 JLPT,K-dqvXawa`
早急,そうきゅう,urgent,mendesak,JLPT_1 JLPT,xFEe8[1r^m
早急,さっきゅう,urgent,mendesak,JLPT_1 JLPT,n`GeYo>FBk
増強,ぞうきょう,"reinforce, increase","memperkuat, meningkatkan",JLPT_1 JLPT,"rV,>ZZ=T]Q"
送金,そうきん,"remittance, sending money","pengiriman uang, pengiriman uang",JLPT_1 JLPT,bDXNFraL0R
