expression,reading,meaning,meaning_indonesia,tags,guid
お子さん,おこさん,(someone else's) child (polite),anak (orang lain) (sopan),Genki Genki_Ln.19 JLPT JLPT_N4,JfH~5*U.a_
会場,かいじょう,"venue, meeting place","tempat, tempat pertemuan",JLPT JLPT_N4,rYhMPU9-hG
笑う,わらう,"to laugh, to smile","tertawa, tersenyum",JLPT JLPT_N4,y~ow$kbx8M
運ぶ,はこぶ,"to transport, to carry","untuk mengangkut, untuk membawa",Genki Genki_Ln.22 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,v9DX2R5H-S
文学,ぶんがく,literature,literatur,Genki Genki_Ln.1 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,"lUX,?(3;D]"
光,ひかり,light,lampu,JLPT JLPT_N4,qZgkVt9uh<
お見舞い,おみまい,"calling on someone who is ill, visit","mengunjungi seseorang yang sedang sakit, menjenguknya",JLPT JLPT_N4,vi}b>#%^FD
席,せき,a seat,sebuah tempat duduk,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,frRhF)UU}W
～様,～さま,"Mr., Mrs., Ms.","Tuan, Nyonya, Nyonya.",JLPT JLPT_N4,JidByAlQoq
ご存じ,ごぞんじ,"knowing, acquaintance","mengetahui, kenalan",JLPT JLPT_N4,k8%o+}YbEd
下る,さがる,"to descend, to drop, to fall","untuk turun, untuk menjatuhkan, untuk jatuh",JLPT JLPT_N4,oX|5UGkIW2
字,じ,letter; character,surat;,Genki Genki_Ln.20 JLPT JLPT_N4,paD_A<.{(!
アジア,アジア,Asia,Asia,JLPT JLPT_N4,"Q{IM`lB,o7"
褒める,ほめる,to praise; to say nice things,untuk memuji;,Genki Genki_Ln.21 JLPT JLPT_N4,!.H?[6|B.
空く,すく,"to be empty (in reference to people), to be less crowded","menjadi kosong (mengacu pada orang), menjadi kurang ramai",JLPT JLPT_N4,fg<?z[S^C:
あ,あ,Ah,Ah,JLPT JLPT_N4,qc]3W&Jc<m
最も,もっとも,most,paling,JLPT JLPT_N4,TJ2Lm-F`{
合う,あう,"to fit, to match","untuk cocok, untuk mencocokkan",JLPT JLPT_N4,OAIc&<q]o$
～代,～だい,~ age; period,~ umur;,JLPT JLPT_N4,y4r%$Sls[D
最後,さいご,"last, end","terakhir, akhir",JLPT JLPT_N4,P^V7$JoB=L
値段,ねだん,price,harga,JLPT JLPT_N4,E3[j8aN}XJ
退院,たいいんする,leaving hospital,meninggalkan rumah sakit,JLPT JLPT_N4,E-^*b8-xhX
展覧会,てんらんかい,exhibition,pameran,JLPT JLPT_N4,PN~#oqMNRx
久しぶり,ひさしぶり,it has been a long time; for the first time in a long time,sudah lama (tidak jumpa); setelah sekian lama,Genki Genki_Ln.11 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,"J`#Y!H,,<%"
カーテン,カーテン,curtain,tirai,Genki Genki_Ln.18 JLPT JLPT_N4,NFW!?qkYyo
汽車,きしゃ,train (steam),kereta api (uap),JLPT JLPT_N4,KH0a_3!CiN
遅れる,おくれる,to (be) become late,menjadi (menjadi) terlambat,Genki Genki_Ln.19 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,rDxLnq^]Ph
見つかる,みつかる,"to be found (v.i.), to be discovered","ditemukan (v.i.), ditemukan",JLPT JLPT_N4,b>m8LlfHOm
召し上がる,めしあがる,-- honorific form of 食べる (たべる) and 飲む (のむ) --,-- bentuk kehormatan dari 食べる (たべる) dan 飲む (のむ) --,Genki Genki_Ln.19 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,Fa=r1a7`zE
太る,ふとる,to gain weight,untuk menambah berat badan,Genki Genki_Ln.7 JLPT JLPT_N4,BN&?E=z3*H
注射,ちゅうしゃ,injection,injeksi,JLPT JLPT_N4,lG`+>+=?Os
様,よう,"way, manner, kind","cara, sikap, baik hati",JLPT JLPT_N4,t[MNQO-W6
～おき,～おき,after every ~,setelah setiap ~,JLPT JLPT_N4,ISv;l<*PQR
最初,さいしょ,"beginning, first","mulai, pertama",JLPT JLPT_N4,uJfgbAk&PM
御～,ご～,honorable ~,terhormat ~,JLPT JLPT_N4,b?YXE$9w]A
安心,あんしん,"peace of mind, relief","ketenangan pikiran, lega",JLPT JLPT_N4,C^vt]hY6vW
直る,なおる,to be fixed,untuk diperbaiki,JLPT JLPT_N4,wOi%P<vl?O
集める,あつめる,"to collect, to gather (v.t.), to assemble","mengumpulkan, mengumpulkan (v.t.), berkumpul",Genki Genki_Ln.16 Intermediate_Japanese_Ln.7 JLPT JLPT_N4,OW4zN$vq<h
直す,なおす,to correct (v.t.); to fix,untuk mengoreksi (v.t.);,Genki Genki_Ln.16 JLPT JLPT_N4,g9g}aXNY+w
続く,つづく,to be continued,untuk dilanjutkan,JLPT JLPT_N4,"I,82^s2,ha"
先輩,せんぱい,senior members of a group,anggota senior suatu kelompok,Genki Genki_Ln.22 JLPT JLPT_N4,iQ7T^oqMw-
約束,やくそく,"arrangement, appointment, promise","pengaturan, penunjukan, janji",Genki Genki_Ln.13 JLPT JLPT_N4,gG#1gGEk5+
世話,せわする,looking after; to look after,menjaga;,JLPT JLPT_N4,u{y[j%Z9W2
近所,きんじょ,neighborhood,lingkungan,JLPT JLPT_N4,hCRlD3m.g(
将来,しょうらい,(in the) future; prospects,(di) masa depan;,Genki Genki_Ln.11 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,y@QKAOSu|U
億,おく,hundred million,ratus juta,JLPT JLPT_N4,iX-FN@Kj?p
数学,すうがく,mathematics,matematika,JLPT JLPT_N4,EO5o6*tgn9
文化,ぶんか,culture,budaya,Genki Genki_Ln.19 JLPT JLPT_N4,z%ky|Q={QQ
払う,はらう,to pay,untuk membayar,Genki Genki_Ln.10 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,i~kIT)jn~k
習慣,しゅうかん,custom (in reference to culture),adat istiadat (mengacu pada budaya),JLPT JLPT_N4,v)1shr#hf=
焼ける,やける,"to burn, to be roasted","untuk dibakar, untuk dipanggang",JLPT JLPT_N4,ws>!BOMOtu
君,きみ,you (informal for men),kamu (informal untuk pria),JLPT JLPT_N4,P|5<lpF.:2
冷える,ひえる,"to grow cold, to cool down","menjadi dingin, menjadi dingin",JLPT JLPT_N4,np-S*rxEi@
点く,つく,"to be started, to be switched on","untuk memulai, untuk dihidupkan",JLPT JLPT_N4,s+|BHBlyTh
この間,このあいだ,"the other day, recently","beberapa hari yang lalu, baru-baru ini",Genki Genki_Ln.16 JLPT JLPT_N4,c(L)|Hc$oD
格好,かっこう,"appearance, manner, shape, form, posture","penampilan, cara, bentuk, bentuk, postur",JLPT JLPT_N4,j4zgBW-)uI
かまう,,"to mind, to care about, to be concerned about","memikirkan, mempedulikan, mengkhawatirkan",JLPT JLPT_N4,l%US3Ov|)s
続ける,つづける,"to continue, to keep up","untuk melanjutkan, untuk mengikuti",Genki Genki_Ln.21 JLPT JLPT_N4,Dmf=K4sY#J
落す,おとす,"to drop, to lose","terjatuh, kalah",JLPT JLPT_N4,p0#ZhzpH-}
明日,あす,tomorrow,besok,JLPT JLPT_N4,ITR}TzQQ.H
出発,しゅっぱつする,departure,keberangkatan,JLPT JLPT_N4,hH4(GI}wN&
拝見,はいけんする,"(humble) (polite) seeing, look at","(rendah hati) (sopan) melihat, melihat",JLPT JLPT_N4,udBE2Kt)`=
割れる,われる,to break,untuk istirahat,JLPT JLPT_N4,G?t1hbgS`?
背中,せなか,back (of body),punggung (tubuh),JLPT JLPT_N4,hg%3^*8ICS
新聞社,しんぶんしゃ,newspaper company,perusahaan surat kabar,JLPT JLPT_N4,m^QI_$65r>
いじめる,いじめる,"to bully, to torment","untuk menggertak, menyiksa",Genki Genki_Ln.21 JLPT JLPT_N4,gd&LFipme&
回る、回す,まわる、まわす,"to go around, to revolve","untuk berkeliling, berputar",JLPT JLPT_N4,OXe]%sDun3
～君,～くん,"Mr. (junior) ~, master ~","Tuan (junior) ~, tuan ~",JLPT JLPT_N4,yqGP#fHaRj
おっしゃる,おっしゃる,-- honorific expression for いう --,-- ekspresi kehormatan untuk いう --,Genki Genki_Ln.19 JLPT JLPT_N4,Bv6:t/{x_6
眠い,ねむい,"sleepy, drowsy","mengantuk, mengantuk",Genki Genki_Ln.10 JLPT JLPT_N4,g1)0|I<ucL
濡れる,ぬれる,to get wet,menjadi basah,JLPT JLPT_N4,"n,@-PdsLi~"
倒れる,たおれる,"to collapse, to break down","untuk runtuh, untuk mogok",JLPT JLPT_N4,k|Od:&*w$$
スーパー (マーケット),スーパー (マーケット),supermarket,supermarket,JLPT JLPT_N4,DH3_3RD/FB
アクセサリー,アクセサリー,accessory,aksesori,JLPT JLPT_N4,qvO-&Z#/h
考える,かんがえる,to think (about); to consider,untuk memikirkan (tentang);,Genki Genki_Ln.18 JLPT JLPT_N4,"M,WdgwY$__"
向かう,むかう,"to face, to go towards","untuk menghadapi, untuk pergi menuju",JLPT JLPT_N4,sLFa<Dk5BC
自由,じゆう,freedom,kebebasan,Genki Genki_Ln.22 JLPT JLPT_N4,lFnDZou.7G
仕方,しかた,way (of doing something),cara (melakukan sesuatu),JLPT JLPT_N4,AM]yYl5eIO
首,くび,neck,leher,JLPT JLPT_N4,JPecz-JR}]
程,ほど,"degree, extent","derajat, sejauh mana",JLPT JLPT_N4,p%bF6rAi^7
代わり,かわり,"substitute, replacement","pengganti, penggantian",JLPT JLPT_N4,rZ#&qP#LLe
失敗,しっぱい,"failure, mistake","kegagalan, kesalahan",JLPT JLPT_N4,KT@^}h^l+<
工業,こうぎょう,(manufacturing) industry,(manufaktur) industri,JLPT JLPT_N4,kLOeCV|5Ly
移る,うつる,to move (from a house); to transfer (from a department); to shift,untuk pindah (dari rumah);,JLPT JLPT_N4,EwBssfbpE#
スーツケース,スーツケース,suitcase,koper,JLPT JLPT_N4,z<X.?7YIM*
ひげ,ひげ,beard,jenggot,Genki Genki_Ln.17 JLPT JLPT_N4,OC&/lk8Sbt
研究室,けんきゅうしつ,the professor's office; laboratory,kantor profesor;,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,C=g-AqnF6#
工場,こうじょう,factory,pabrik,Genki Genki_Ln.21 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,zB*.:-`=4j
紹介,しょうかい,an introduction,sebuah perkenalan,JLPT JLPT_N4,dT=BbRaUvW
けれど; けれども,けれど; けれども,"but, although","tapi, meskipun",JLPT JLPT_N4,mDzGR2QZWc
舟,ふね,"ship, boat","kapal, perahu",JLPT JLPT_N4,"B,m2(2B05a"
動く,うごく,to move,untuk bergerak,JLPT JLPT_N4,F~}14d`>!6
～(に) ついて,～(に) ついて,"about, concerning","tentang, mengenai",JLPT JLPT_N4,"s~K|,g+o=("
コンサート,コンサート,concert,konser,Genki Genki_Ln.9 JLPT JLPT_N4,c-Fil]C?m3
虫,むし,insect,serangga,JLPT JLPT_N4,gn!@amuoHx
優しい,やさしい,"kind (person), gentle (person), easy (problem)","baik hati (orang), lembut (orang), mudah (masalah)",Genki Genki_Ln.5 JLPT JLPT_N4,gfbdYDbw~Y
コンピュータ; コンピューター,コンピュータ; コンピューター,computer,komputer,JLPT JLPT_N4,i=KlAInS10
植える,うえる,to plant,untuk menanam,JLPT JLPT_N4,M>_C}7!LEs
両方,りょうほう,"both sides, both parties","kedua belah pihak, kedua belah pihak",JLPT JLPT_N4,w+8nx7:F3*
汚れる,よごれる,to become dirty,menjadi kotor,JLPT JLPT_N4,yxTJ>uc(`r
水泳,すいえい,swimming,renang,JLPT JLPT_N4,p8o.J&l.y:
経験,けいけんする,experience,pengalaman,JLPT JLPT_N4,f+zL`Y7buD
勝つ,かつ,to win,untuk menang,JLPT JLPT_N4,vi?&`a{.eH
砂,すな,sand,pasir,JLPT JLPT_N4,"v^,Hr#Vg!e"
警察,けいさつ,police; police station,POLISI;,Genki Genki_Ln.21 JLPT JLPT_N4,Cqbq5lE;g6
取り替える,とりかえる,"to exchange, to replace","untuk bertukar, untuk menggantikan",JLPT JLPT_N4,fAPL%{p!|p
急ぐ,いそぐ,"to hurry, to be in a hurry, to rush","terburu-buru, terburu-buru, terburu-buru",Genki Genki_Ln.6 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,C+o)~b82kd
簡単,かんたん,simple,sederhana,JLPT JLPT_N4,oG^L}3iGdF
参る,まいる,humble expression for 行く and 来る,ekspresi rendah hati untuk 行く dan 来る,Genki Genki_Ln.20 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,dY_fG(MyTI
全然,ぜんぜん,"not at all; wholly, entirely",sama sekali tidak;,JLPT JLPT_N4,iJGs=<smMr
特別,とくべつ,special,spesial,JLPT JLPT_N4,w*:rZ|MXHf
復習,ふくしゅう,"review (of lessons), revision","review (pelajaran), revisi",JLPT JLPT_N4,O40vK?08(g
間に合う,まにあう,to be in time for,untuk tepat waktu,JLPT JLPT_N4,l3xWb^IMb
役に立つ,やくにたつ,"to be helpful, to be useful","untuk membantu, untuk menjadi berguna",Intermediate_Japanese_Ln.4 JLPT JLPT_N4,Bodoj{2=?#
もうすぐ,もうすぐ,very soon; in a few moments; days,segera;,Genki Genki_Ln.12 JLPT JLPT_N4,cr{2h{c->
真中,まんなか,"middle, center","tengah, tengah",JLPT JLPT_N4,R5Bu:`G<@
戻る,もどる,to return (v.i.); to come back,untuk kembali (v.i.);,Genki Genki_Ln.20 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,g9-rOAl2<k
研究,けんきゅう,"study, research, investigation","studi, penelitian, penyelidikan",JLPT JLPT_N4,"r,JjBHrK!8"
ケーキ,ケーキ,cake,kue,Genki Genki_Ln.13 JLPT JLPT_N4,iADgmRoi>q
草,くさ,grass,rumput,JLPT JLPT_N4,CRSs:E15FF
込む,こむ,to be crowded,menjadi ramai,JLPT JLPT_N4,C3zU]</XPv
この頃,このごろ,"these days, nowadays","hari ini, saat ini",Genki Genki_Ln.10 JLPT JLPT_N4,F2eeT8$KYX
訪ねる,たずねる,to visit,untuk dikunjungi,JLPT JLPT_N4,l{^{>8a$f>
下げる,さげる,to lower (v.t.); to hang,untuk menurunkan (v.t.);,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,mC:cy`3AnB
花見,はなみ,cherry-blossom viewing,melihat bunga sakura,JLPT JLPT_N4,ulvW_e[_zQ
途中,とちゅう,"on the way, midway","dalam perjalanan, di tengah jalan",JLPT JLPT_N4,"qP[3T,bvTy"
入院,にゅういんする,hospitalization,rawat inap,JLPT JLPT_N4,iB?^g:!ksb
乗り換える,のりかえる,"to transfer (trains), to change (bus, train, etc.)","untuk mentransfer (kereta api), untuk mengubah (bus, kereta api, dll.)",JLPT JLPT_N4,Fu#~2.ajY<
別れる,わかれる,"to part from, to separate","untuk berpisah, untuk berpisah",JLPT JLPT_N4,ova[fXA&]m
～町,～ちょう,the town of ~,kota ~,JLPT JLPT_N4,"mf84}],`T,"
安全,あんぜん,"safety, security","keselamatan, keamanan",JLPT JLPT_N4,x>KuTt~>`B
看護婦,かんごふ,(female) nurse,(perempuan) perawat,JLPT JLPT_N4,Mvt??7-[{v
見物,けんぶつ,sightseeing,tamasya,JLPT JLPT_N4,z/6V9+.-]v
相談,そうだんする,consultation,konsultasi,JLPT JLPT_N4,"h,~$1#Tmi]"
ガソリンスタンド,ガソリンスタンド,"gas station, service station","pompa bensin, stasiun layanan",JLPT JLPT_N4,NoACr|m()D
テニス,テニス,tennis,tenis,Genki Genki_Ln.3 JLPT JLPT_N4,Bm|4X!fT~f
眠る,ねむる,to sleep,untuk tidur,JLPT JLPT_N4,H2kKiMD`}M
上がる,あがる,"to rise, to go up","untuk bangkit, untuk naik",JLPT JLPT_N4,cvVez@U$xD
翻訳,ほんやく,translation,terjemahan,Intermediate_Japanese_Ln.8 JLPT JLPT_N4,q5u{4?O6M1
食事,しょくじする,meal,makanan,JLPT JLPT_N4,K<!4=Wx(&)
お陰,おかげ,thanks or owing to,terima kasih atau karena,JLPT JLPT_N4,y:GH2MLVp!
娘,むすめ,daughter (humble),putri (rendah hati),JLPT JLPT_N4,D>Uc.0t(Pv
湯,ゆ,hot water,air panas,JLPT JLPT_N4,qZk(zY%Dgg
競争,きょうそう,"competition, contest","kompetisi, kontes",JLPT JLPT_N4,G%KC6%zs?X
会議,かいぎ,business meeting; conference,pertemuan bisnis;,Genki Genki_Ln.21 JLPT JLPT_N4,O^:<Y%-[JT
湖,みずうみ,lake,danau,Genki Genki_Ln.11 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,pP3.DL~IX-
集まる,あつまる,"to gather (v.i.), to collect","mengumpulkan (v.i.), mengumpulkan",Intermediate_Japanese_Ln.7 JLPT JLPT_N4,dj|VykRm7g
～にくい,～にくい,difficult to do ~,sulit dilakukan ~,JLPT JLPT_N4,m7`CbDBUYU
生活,せいかつする,"living, life; to live",jalani hidup;,JLPT JLPT_N4,w`Fz_<nW/g
糸,いと,thread,benang,JLPT JLPT_N4,IpR-(E.>}{
関係,かんけい,"relation(ship), connection","hubungan(kapal), koneksi",JLPT JLPT_N4,A95yiv24#q
ピアノ,ピアノ,piano,piano,Genki Genki_Ln.9 JLPT JLPT_N4,l~WqV~#3P+
～目,～め,"number ~ sequence, ~nd; ~th","nomor ~ urut, ~nd;",JLPT JLPT_N4,E~pd/+U#PU
番組,ばんぐみ,broadcast program,program siaran,Genki Genki_Ln.15 JLPT JLPT_N4,A~P5;`m>{J
急,きゅう,"urgent, sudden; steep","mendesak, tiba-tiba;",JLPT JLPT_N4,tI;p#VWdsZ
棚,たな,"shelves, rack","rak, rak",JLPT JLPT_N4,u[EB{0+w?@
木綿,もめん,cotton,kapas,JLPT JLPT_N4,C1;C=MJBjh
輸出,ゆしゅつする,export,ekspor,JLPT JLPT_N4,tgSB[Csamk
タイプ,タイプ,"type, style","jenis, gaya",JLPT JLPT_N4,GKLj7~1p[w
すり,すり,pickpocket,pencopet,JLPT JLPT_N4,"LZR2]zL[V,"
嬉しい,うれしい,to be happy; to be glad,untuk menjadi bahagia;,Genki Genki_Ln.13 JLPT JLPT_N4,"d;<k5,X?rJ"
アルコール,アルコール,alcohol,alkohol,JLPT JLPT_N4,g3}Or~C[qU
ソフト,ソフト,soft; soft hat; software,lembut;,JLPT JLPT_N4,D1{]Y{P=2b
神社,じんじゃ,Shinto shrine,kuil Shinto,JLPT JLPT_N4,"p-k,[(f(jy"
大分,だいぶ,"fairly well, to a large extent, considerably, pretty much","cukup baik, sebagian besar, cukup banyak",Intermediate_Japanese_Ln.4 JLPT JLPT_N4,F=YkB>ku|#
楽しみ,たのしみ,"pleasure, joy","kesenangan, kegembiraan",JLPT JLPT_N4,bsnv=TM#%{
趣味,しゅみ,hobby; pastime,hobi;,Genki Genki_Ln.20 JLPT JLPT_N4,NkyAEs05(h
電報,でんぽう,telegram,telegram,JLPT JLPT_N4,d~+A[2;3vQ
家内,かない,(one's own) wife,istri (milik sendiri).,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,JMHIMXzaOu
指,ゆび,finger,jari,JLPT JLPT_N4,mOnb%$R^21
これから,これから,"from now on, after this","mulai sekarang, setelah ini",JLPT JLPT_N4,xyC3_bE-{d
たまに,たまに,occasionally,kadang-kadang,JLPT JLPT_N4,Op~e1|~DMP
社会,しゃかい,society,masyarakat,JLPT JLPT_N4,br3q(Z|Zbk
